0,1,2,3,4,5,6,7,8,9
0.3,0.433689247892159,0.9647660187000596,0.978728005799066,0.9242276826040935,0.9506942401233603,0.35399760126763946,0.23636081472200465,0.7806309432846081,0.2103202631174228
0.8368579696548054,0.6508296871073233,0.4774268027776589,0.2152361653093363,0.45034068837197117,0.615109143945894,0.13676951175526986,0.07211848534140908,0.2655859379205642,0.7035663456626642
0.20672370157881814,0.7056702244181841,0.9530859024055327,0.5823313763036243,0.8398844166559504,0.16958043888918362,0.4813830387584226,0.6297353917651495,0.8664749625915301,0.7152226799237578
0.7908132440330704,0.9928056553851783,0.23732056496406195,0.9603184671223838,0.7435265976681981,0.9696227114246836,0.7034361135143729,0.517813143842778,0.15293513178562657,0.23409500878549416
0.07307419080616051,0.2614495656369221,0.31270035847506705,0.005765111534645095,0.9892367547854393,0.23402427943133386,0.06474040023372263,0.7251495516058273,0.16613604681102967,0.7688835854404136
0.35761445239213174,0.30149930220221977,0.9053200812864356,0.6106407100770102,0.23657634918700798,0.017815237572186504,0.01827564155145267,0.09334181591067081,0.2689280142618954,0.09938517765715937
0.6198944039503314,0.9955632088869628,0.8042265464565059,0.6540845168942643,0.04047933466542375,0.9657619740033202,0.8504893817128508,0.8714864553088829,0.5849284416041265,0.9201783571549619
0.7350201367277949,0.6944817346352952,0.21239952072683999,0.2970865869959022,0.890108453322349,0.7934335823067379,0.5852923606175734,0.8792473993424477,0.06268710806333244,0.7738228424187751
0.558291216174097,0.2596431068786571,0.9067404723484375,0.6551982260613168,0.9326034258655536,0.624853769690654,0.03174034529288572,0.5377715023730018,0.5368182282306053,0.7481587282908998
0.3017825386986023,0.1873603645943851,0.5223072284507669,0.429487187338218,0.9373758469169385,0.17093387469797994,0.27060947954465364,0.9823887478465303,0.9628418430078233,0.4222283547613488
0.1799654171271472,0.624212149723073,0.24932059408666352,0.07571540723148817,0.548297430302333,0.3540332653328133,0.9020149054308455,0.903108868247972,0.837816046858766,0.7068630473326108
0.4465319055129361,0.06904029422577362,0.18605568723771027,0.25642097796949725,0.0009918914240054644,0.17720839004127587,0.8765814158707437,0.5982710839666189,0.8887016010380655,0.11878551676934113
0.8541768131620364,0.671637191307592,0.1265368483277357,0.38835680410749207,0.49315608632736263,0.8059040728519142,0.5089885150237007,0.13118428072369148,0.6422240316047678,0.36363692505624534
